complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C4098,"Stray dogs causing fear near Lane 4 in Deccan, especially for kids.",Deccan,Animal Nuisance,2025-03-20,Streetlight Issue,High,In Progress,Pashan,Tree Fall,20,2024-08-23,High,2,"Not bad, not great.",In Progress,0,,-47,0,No,Animal Nuisance,Deccan
C4099,"High noise levels from activities near Lane 52 in Pimpri, disturbing peace.",Pimpri,Noise Pollution,2025-04-10,Road Damage,High,In Progress,Pimpri,Garbage Issue,9,2024-10-28,High,4,"Resolved quickly, thanks!",In Progress,0,,-233,0,No,Noise Pollution,Pimpri
C4100,"Streetlights not working near Lane 53 in Kharadi, causing night-time hazards.",Kharadi,Streetlight Issue,2025-03-28,Water Issue,High,Resolved,Balewadi,Garbage Issue,16,2024-07-26,High,3,It was okay.,In Progress,0,,-115,0,No,Streetlight Issue,Kharadi
C4101,"Water leakage from pipeline near Lane 19 in Pashan, needs urgent attention.",Pashan,Water Issue,2025-04-07,Electricity Issue,Low,Resolved,Sinhagad Road,Tree Fall,9,2024-04-20,Low,5,Very satisfied with the resolution.,In Progress,0,,274,0,No,Water Issue,Pashan
C4102,"Uncollected garbage near Lane 28 in Wagholi, causing health concerns.",Wagholi,Garbage Issue,2025-02-20,Streetlight Issue,Low,In Progress,Bibwewadi,Noise Pollution,12,2024-03-17,Low,3,Average service.,In Progress,0,,347,0,Yes,Garbage Issue,Wagholi
C4103,"Water leakage from pipeline near Lane 28 in Baner, needs urgent attention.",Baner,Water Issue,2025-03-20,Water Issue,Medium,Resolved,Sinhagad Road,Illegal Construction,10,2024-09-11,Medium,4,"Resolved quickly, thanks!",Completed,775,2025-01-31,661,775,No,Water Issue,Baner
C4104,"Frequent power cuts near Lane 50 in Kothrud, needs investigation.",Kothrud,Electricity Issue,2025-01-19,Road Damage,Medium,Pending,Lohegaon,Illegal Construction,18,2024-09-10,Medium,2,Took some time but resolved.,Completed,5841,2024-10-28,6217,5841,Yes,Electricity Issue,Kothrud
C4105,"Frequent power cuts near Lane 16 in Koregaon Park, needs investigation.",Koregaon Park,Electricity Issue,2025-01-29,Tree Falling,High,Resolved,Wakad,Animal Nuisance,5,2024-12-21,High,3,Neutral experience.,Completed,9344,2024-03-13,9102,9344,No,Electricity Issue,Koregaon Park
C4106,"Unauthorized parking near Lane 42 in NIBM Road, causing congestion.",NIBM Road,Illegal Parking,2025-01-21,Tree Falling,Medium,Pending,Kothrud,Sewage Overflow,15,2024-07-21,Medium,5,Issue handled professionally.,In Progress,0,,-218,0,No,Illegal Parking,NIBM Road
C4107,"Frequent power cuts near Lane 49 in Warje, needs investigation.",Warje,Electricity Issue,2025-02-17,Road Damage,High,In Progress,Kondhwa,Tree Fall,17,2024-12-17,High,5,Very satisfied with the resolution.,Completed,713,2024-03-06,838,713,No,Electricity Issue,Warje
C4108,"Sewage overflow issue near Lane 58 in Pimpri, foul smell and waterlogging.",Pimpri,Sewage Problem,2025-01-21,Electricity Issue,High,Pending,Balewadi,Water Leakage,11,2024-07-27,High,5,Issue handled professionally.,Completed,8260,2024-01-23,8634,8260,Yes,Sewage Problem,Pimpri
C4109,"High noise levels from activities near Lane 54 in Swargate, disturbing peace.",Swargate,Noise Pollution,2025-03-30,Electricity Issue,High,In Progress,Shivajinagar,Illegal Construction,11,2024-05-06,High,4,"Resolved quickly, thanks!",Completed,6912,2024-02-04,6451,6912,Yes,Noise Pollution,Swargate
C4110,"Tree fallen near Lane 55 in Warje, blocking road and footpath.",Warje,Tree Falling,2025-01-26,Animal Nuisance,High,Resolved,Warje,Garbage Issue,8,2024-05-07,High,5,"Resolved quickly, thanks!",Rejected,0,,-15,0,No,Tree Falling,Warje
C4111,"Streetlights not working near Lane 39 in Camp, causing night-time hazards.",Camp,Streetlight Issue,2025-02-04,Illegal Parking,High,Pending,Pashan,Animal Nuisance,3,2024-05-09,High,5,Very satisfied with the resolution.,Completed,5073,2024-03-27,5501,5073,Yes,Streetlight Issue,Camp
C4112,"Uncollected garbage near Lane 29 in Sinhagad Road, causing health concerns.",Sinhagad Road,Garbage Issue,2025-03-22,Animal Nuisance,Low,Pending,Kharadi,Noise Pollution,9,2024-01-14,Low,1,Issue still persists.,Completed,8089,2025-01-19,7808,8089,No,Garbage Issue,Sinhagad Road
C4113,"Sewage overflow issue near Lane 41 in Bibwewadi, foul smell and waterlogging.",Bibwewadi,Sewage Problem,2025-03-25,Water Issue,Medium,Pending,Talegaon,Tree Fall,15,2024-03-30,Medium,4,Appreciate the fast response.,Completed,3239,2024-03-01,2867,3239,Yes,Sewage Problem,Bibwewadi
C4114,"Unauthorized parking near Lane 5 in Wagholi, causing congestion.",Wagholi,Illegal Parking,2025-04-01,Electricity Issue,Medium,In Progress,Kothrud,Drainage Problem,7,2024-10-12,Medium,5,Appreciate the fast response.,Completed,1483,2025-02-03,1502,1483,No,Illegal Parking,Wagholi
C4115,"Damaged road with potholes near Lane 67 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2025-01-18,Sewage Problem,High,Pending,Hadapsar,Street Light,4,2024-06-28,High,5,Very satisfied with the resolution.,Completed,6817,2024-04-07,6929,6817,No,Road Damage,Parvati
C4116,"Water leakage from pipeline near Lane 22 in Kharadi, needs urgent attention.",Kharadi,Water Issue,2025-04-05,Tree Falling,High,Resolved,Lohegaon,Road Damage,6,2024-09-02,High,4,Appreciate the fast response.,In Progress,0,,427,0,Yes,Water Issue,Kharadi
C4117,"Tree fallen near Lane 19 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2025-01-09,Streetlight Issue,Low,In Progress,Vishrantwadi,Sewage Overflow,12,2024-01-19,Low,3,Neutral experience.,Escalated,0,,391,0,Yes,Tree Falling,Koregaon Park
C4118,"Stray dogs causing fear near Lane 59 in Koregaon Park, especially for kids.",Koregaon Park,Animal Nuisance,2025-01-18,Illegal Parking,Medium,In Progress,Viman Nagar,Garbage Issue,15,2024-12-29,Medium,5,Very satisfied with the resolution.,Completed,2048,2025-04-01,2235,2048,No,Animal Nuisance,Koregaon Park
C4119,"Water leakage from pipeline near Lane 14 in Model Colony, needs urgent attention.",Model Colony,Water Issue,2025-03-24,Electricity Issue,High,In Progress,Swargate,Sewage Overflow,17,2024-05-16,High,2,Had to follow up multiple times.,Rejected,0,,118,0,No,Water Issue,Model Colony
C4120,"Sewage overflow issue near Lane 51 in Bavdhan, foul smell and waterlogging.",Bavdhan,Sewage Problem,2025-02-22,Noise Pollution,Medium,Resolved,Dhankawadi,Road Damage,11,2024-08-05,Medium,5,Appreciate the fast response.,Completed,6215,2024-02-03,6327,6215,No,Sewage Problem,Bavdhan
C4121,"Tree fallen near Lane 4 in Thergaon, blocking road and footpath.",Thergaon,Tree Falling,2025-03-12,Noise Pollution,Medium,Resolved,Nanded,Illegal Construction,9,2024-09-10,Medium,2,Neutral experience.,Completed,3811,2025-03-19,3570,3811,No,Tree Falling,Thergaon
C4122,"Frequent power cuts near Lane 64 in Viman Nagar, needs investigation.",Viman Nagar,Electricity Issue,2025-01-10,Garbage Issue,Medium,Resolved,Dhankawadi,Road Damage,9,2024-10-15,Medium,2,Average service.,Completed,9432,2024-08-15,9921,9432,Yes,Electricity Issue,Viman Nagar
C4123,"Uncollected garbage near Lane 5 in Swargate, causing health concerns.",Swargate,Garbage Issue,2025-01-31,Water Issue,Medium,Resolved,Camp,Noise Pollution,15,2024-06-29,Medium,5,"Resolved quickly, thanks!",Completed,6278,2024-09-28,6743,6278,Yes,Garbage Issue,Swargate
C4124,"Sewage overflow issue near Lane 48 in NIBM Road, foul smell and waterlogging.",NIBM Road,Sewage Problem,2025-03-12,Road Damage,Medium,In Progress,Hadapsar,Sewage Overflow,8,2024-03-04,Medium,2,Took too long to resolve.,Completed,999,2025-02-25,864,999,No,Sewage Problem,NIBM Road
C4125,"Unauthorized parking near Lane 31 in Wagholi, causing congestion.",Wagholi,Illegal Parking,2025-03-19,Tree Falling,Medium,In Progress,Vishrantwadi,Illegal Construction,5,2024-01-30,Medium,5,"Resolved quickly, thanks!",In Progress,0,,257,0,No,Illegal Parking,Wagholi
C4126,"Streetlights not working near Lane 24 in Wagholi, causing night-time hazards.",Wagholi,Streetlight Issue,2025-01-31,Electricity Issue,High,Resolved,Karvenagar,Illegal Construction,4,2024-12-02,High,2,Not satisfied with the service.,Completed,6579,2025-01-25,6865,6579,No,Streetlight Issue,Wagholi
C4127,"High noise levels from activities near Lane 19 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2025-01-01,Water Issue,Low,In Progress,Talegaon,Tree Fall,14,2024-05-20,Low,5,Very satisfied with the resolution.,Completed,9831,2024-11-25,9874,9831,No,Noise Pollution,Kothrud
C4128,"Damaged road with potholes near Lane 56 in Sinhagad Road, dangerous for vehicles.",Sinhagad Road,Road Damage,2025-01-01,Tree Falling,Medium,In Progress,Balewadi,Illegal Construction,4,2024-03-12,Medium,4,Appreciate the fast response.,Completed,5995,2024-04-02,6143,5995,No,Road Damage,Sinhagad Road
C4129,"Streetlights not working near Lane 16 in Camp, causing night-time hazards.",Camp,Streetlight Issue,2025-01-21,Road Damage,Low,Pending,Kharadi,Animal Nuisance,7,2024-01-12,Low,4,Issue handled professionally.,In Progress,0,,23,0,No,Streetlight Issue,Camp
C4130,"Streetlights not working near Lane 28 in Viman Nagar, causing night-time hazards.",Viman Nagar,Streetlight Issue,2025-01-01,Animal Nuisance,High,In Progress,Chinchwad,Road Damage,8,2024-08-13,High,1,Had to follow up multiple times.,In Progress,0,,406,0,Yes,Streetlight Issue,Viman Nagar
C4131,"Tree fallen near Lane 8 in Hadapsar, blocking road and footpath.",Hadapsar,Tree Falling,2025-03-23,Noise Pollution,Low,Pending,Aundh,Garbage Issue,13,2024-10-14,Low,4,"Great service, very happy.",Rejected,0,,313,0,Yes,Tree Falling,Hadapsar
C4132,"Streetlights not working near Lane 67 in Shivajinagar, causing night-time hazards.",Shivajinagar,Streetlight Issue,2025-01-04,Tree Falling,Low,Resolved,Kharadi,Road Damage,5,2024-06-05,Low,4,Issue handled professionally.,Completed,5845,2025-03-30,6231,5845,Yes,Streetlight Issue,Shivajinagar
C4133,"Damaged road with potholes near Lane 69 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2025-02-26,Animal Nuisance,Medium,Pending,Nigdi,Noise Pollution,14,2024-02-29,Medium,1,Took too long to resolve.,Completed,3157,2024-12-29,2672,3157,Yes,Road Damage,Nigdi
C4134,"High noise levels from activities near Lane 34 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2025-03-13,Sewage Problem,High,In Progress,Bavdhan,Animal Nuisance,18,2024-12-04,High,5,"Great service, very happy.",In Progress,0,,-372,0,Yes,Noise Pollution,Kothrud
C4135,"Stray dogs causing fear near Lane 44 in Aundh, especially for kids.",Aundh,Animal Nuisance,2025-01-06,Noise Pollution,Low,In Progress,Nigdi,Illegal Construction,7,2024-09-13,Low,4,Issue handled professionally.,Completed,8316,2025-03-30,8390,8316,No,Animal Nuisance,Aundh
C4136,"Unauthorized parking near Lane 66 in Hadapsar, causing congestion.",Hadapsar,Illegal Parking,2025-02-04,Illegal Parking,Low,Resolved,Chinchwad,Sewage Overflow,15,2024-06-01,Low,5,Very satisfied with the resolution.,Completed,3282,2024-02-08,2890,3282,Yes,Illegal Parking,Hadapsar
C4137,"High noise levels from activities near Lane 24 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2025-02-06,Tree Falling,Medium,In Progress,Karvenagar,Road Damage,4,2024-02-13,Medium,4,Appreciate the fast response.,Completed,5839,2025-02-13,6225,5839,Yes,Noise Pollution,Dhanori
C4138,"High noise levels from activities near Lane 8 in Wanowrie, disturbing peace.",Wanowrie,Noise Pollution,2025-01-07,Streetlight Issue,High,In Progress,Kharadi,Tree Fall,5,2024-01-01,High,1,Issue still persists.,Rejected,0,,32,0,No,Noise Pollution,Wanowrie
C4139,"Water leakage from pipeline near Lane 38 in Model Colony, needs urgent attention.",Model Colony,Water Issue,2025-03-31,Streetlight Issue,Low,In Progress,Kothrud,Garbage Issue,15,2024-01-30,Low,5,Appreciate the fast response.,Completed,3235,2024-10-12,3404,3235,No,Water Issue,Model Colony
C4140,"Water leakage from pipeline near Lane 29 in Balewadi, needs urgent attention.",Balewadi,Water Issue,2025-03-29,Electricity Issue,Low,Pending,Kothrud,Tree Fall,18,2024-01-27,Low,4,Issue handled professionally.,Completed,4733,2024-01-11,4501,4733,No,Water Issue,Balewadi
C4141,"Frequent power cuts near Lane 55 in Bavdhan, needs investigation.",Bavdhan,Electricity Issue,2025-02-02,Electricity Issue,Low,Pending,Erandwane,Tree Fall,9,2024-07-13,Low,4,Appreciate the fast response.,Completed,9120,2024-06-06,8781,9120,Yes,Electricity Issue,Bavdhan
C4142,"High noise levels from activities near Lane 21 in Koregaon Park, disturbing peace.",Koregaon Park,Noise Pollution,2025-02-08,Garbage Issue,Low,Pending,Bibwewadi,Road Damage,1,2024-02-19,Low,5,Issue handled professionally.,Completed,4116,2025-01-08,3875,4116,No,Noise Pollution,Koregaon Park
C4143,"Damaged road with potholes near Lane 41 in Pimpri, dangerous for vehicles.",Pimpri,Road Damage,2025-03-18,Streetlight Issue,High,Pending,Aundh,Water Leakage,17,2024-09-05,High,2,Neutral experience.,Completed,732,2024-11-11,1155,732,Yes,Road Damage,Pimpri
C4144,"Frequent power cuts near Lane 28 in Deccan, needs investigation.",Deccan,Electricity Issue,2025-04-09,Noise Pollution,High,In Progress,Bavdhan,Animal Nuisance,14,2024-05-29,High,1,Took too long to resolve.,Completed,4226,2024-09-26,3827,4226,Yes,Electricity Issue,Deccan
C4145,"Streetlights not working near Lane 66 in Warje, causing night-time hazards.",Warje,Streetlight Issue,2025-02-21,Noise Pollution,Medium,In Progress,Erandwane,Illegal Construction,2,2024-09-11,Medium,5,Appreciate the fast response.,Rejected,0,,5,0,No,Streetlight Issue,Warje
C4146,"Tree fallen near Lane 16 in Parvati, blocking road and footpath.",Parvati,Tree Falling,2025-04-02,Streetlight Issue,Low,In Progress,Kondhwa,Water Leakage,11,2024-04-11,Low,1,Had to follow up multiple times.,Rejected,0,,234,0,No,Tree Falling,Parvati
C4147,"Stray dogs causing fear near Lane 44 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2025-03-10,Garbage Issue,Medium,In Progress,Dhanori,Noise Pollution,11,2024-07-16,Medium,1,Took too long to resolve.,Completed,5163,2025-03-13,5233,5163,No,Animal Nuisance,Kharadi
C4148,"Stray dogs causing fear near Lane 56 in Model Colony, especially for kids.",Model Colony,Animal Nuisance,2025-01-31,Streetlight Issue,High,Pending,Swargate,Tree Fall,20,2024-05-22,High,2,"Not bad, not great.",Completed,1671,2025-03-11,1417,1671,No,Animal Nuisance,Model Colony
C4149,"High noise levels from activities near Lane 26 in Aundh, disturbing peace.",Aundh,Noise Pollution,2025-01-28,Streetlight Issue,Low,Pending,Dhankawadi,Street Light,3,2024-07-06,Low,5,"Great service, very happy.",Completed,5582,2024-03-31,5721,5582,No,Noise Pollution,Aundh
C4150,"Unauthorized parking near Lane 25 in Kothrud, causing congestion.",Kothrud,Illegal Parking,2025-04-02,Tree Falling,High,Pending,Talegaon,Tree Fall,1,2024-05-31,High,5,"Great service, very happy.",In Progress,0,,294,0,No,Illegal Parking,Kothrud
C4151,"Sewage overflow issue near Lane 21 in Deccan, foul smell and waterlogging.",Deccan,Sewage Problem,2025-01-02,Animal Nuisance,Low,Resolved,Aundh,Street Light,9,2024-05-05,Low,3,Took some time but resolved.,In Progress,0,,336,0,Yes,Sewage Problem,Deccan
C4152,"Damaged road with potholes near Lane 42 in Sinhagad Road, dangerous for vehicles.",Sinhagad Road,Road Damage,2025-03-01,Illegal Parking,Medium,Pending,Shivajinagar,Water Leakage,15,2024-02-28,Medium,5,Issue handled professionally.,Escalated,0,,36,0,No,Road Damage,Sinhagad Road
C4153,"Unauthorized parking near Lane 1 in Kondhwa, causing congestion.",Kondhwa,Illegal Parking,2025-01-20,Illegal Parking,High,In Progress,Chinchwad,Road Damage,10,2024-12-04,High,2,"Not bad, not great.",Completed,8169,2025-03-03,7799,8169,Yes,Illegal Parking,Kondhwa
C4154,"Water leakage from pipeline near Lane 36 in Chinchwad, needs urgent attention.",Chinchwad,Water Issue,2025-01-07,Noise Pollution,Medium,In Progress,Chinchwad,Illegal Construction,8,2024-07-27,Medium,4,Very satisfied with the resolution.,Completed,3844,2024-02-23,3696,3844,No,Water Issue,Chinchwad
C4155,"Water leakage from pipeline near Lane 28 in Sinhagad Road, needs urgent attention.",Sinhagad Road,Water Issue,2025-03-27,Animal Nuisance,Low,Pending,Nanded,Drainage Problem,15,2024-08-14,Low,4,Very satisfied with the resolution.,Completed,5576,2024-10-19,5271,5576,Yes,Water Issue,Sinhagad Road
C4156,"Streetlights not working near Lane 60 in Kothrud, causing night-time hazards.",Kothrud,Streetlight Issue,2025-03-05,Road Damage,Low,In Progress,Nigdi,Street Light,4,2024-12-14,Low,3,Neutral experience.,Rejected,0,,292,0,No,Streetlight Issue,Kothrud
C4157,"Stray dogs causing fear near Lane 4 in Nigdi, especially for kids.",Nigdi,Animal Nuisance,2025-02-04,Garbage Issue,High,Resolved,Nigdi,Road Damage,14,2024-04-10,High,3,"Not bad, not great.",Completed,677,2024-04-23,1092,677,Yes,Animal Nuisance,Nigdi
C4158,"Unauthorized parking near Lane 52 in Swargate, causing congestion.",Swargate,Illegal Parking,2025-02-18,Illegal Parking,Low,Resolved,Baner,Water Leakage,10,2024-09-01,Low,4,Very satisfied with the resolution.,Escalated,0,,429,0,Yes,Illegal Parking,Swargate
C4159,"Water leakage from pipeline near Lane 54 in Camp, needs urgent attention.",Camp,Water Issue,2025-01-03,Water Issue,Low,In Progress,Camp,Tree Fall,3,2024-05-17,Low,5,"Resolved quickly, thanks!",Rejected,0,,165,0,No,Water Issue,Camp
C4160,"Water leakage from pipeline near Lane 24 in Viman Nagar, needs urgent attention.",Viman Nagar,Water Issue,2025-03-19,Road Damage,Medium,Resolved,Sinhagad Road,Sewage Overflow,20,2024-01-07,Medium,4,Very satisfied with the resolution.,Completed,1846,2024-07-29,1727,1846,No,Water Issue,Viman Nagar
C4161,"Frequent power cuts near Lane 35 in Erandwane, needs investigation.",Erandwane,Electricity Issue,2025-02-28,Garbage Issue,Low,Pending,Talegaon,Drainage Problem,3,2024-11-10,Low,5,Issue handled professionally.,Completed,4703,2024-04-16,4847,4703,No,Electricity Issue,Erandwane
C4162,"Stray dogs causing fear near Lane 28 in Model Colony, especially for kids.",Model Colony,Animal Nuisance,2025-01-29,Garbage Issue,High,Pending,Shivajinagar,Road Damage,10,2024-04-11,High,2,"Not bad, not great.",In Progress,0,,-274,0,No,Animal Nuisance,Model Colony
C4163,"Stray dogs causing fear near Lane 46 in Hadapsar, especially for kids.",Hadapsar,Animal Nuisance,2025-01-16,Water Issue,High,Pending,Erandwane,Illegal Construction,20,2024-01-17,High,4,"Great service, very happy.",Completed,8226,2024-03-23,8426,8226,No,Animal Nuisance,Hadapsar
C4164,"Water leakage from pipeline near Lane 29 in Wagholi, needs urgent attention.",Wagholi,Water Issue,2025-03-27,Illegal Parking,High,In Progress,Dhankawadi,Tree Fall,12,2024-06-11,High,3,Neutral experience.,Completed,9870,2024-08-05,9845,9870,No,Water Issue,Wagholi
C4165,"Water leakage from pipeline near Lane 70 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2025-02-06,Streetlight Issue,High,In Progress,Shivajinagar,Tree Fall,4,2024-10-21,High,2,Average service.,Completed,9018,2024-12-20,8994,9018,No,Water Issue,Thergaon
