area,department,month,total_spent,complaints_handled,avg_cost,performance
Nigdi,Water Supply and Sanitation Department,February 2024,30471,21,1451,Good
Nigdi,Water Supply and Sanitation Department,March 2024,220800,96,2300,Bad
Nigdi,Water Supply and Sanitation Department,April 2024,155175,75,2069,Bad
Nigdi,Water Supply and Sanitation Department,May 2024,141790,55,2578,Bad
Nigdi,Water Supply and Sanitation Department,June 2024,88740,36,2465,Good
Nigdi,Water Supply and Sanitation Department,July 2024,222740,86,2590,Bad
Nigdi,Water Supply and Sanitation Department,August 2024,35840,28,1280,Good
Nigdi,Water Supply and Sanitation Department,September 2024,59780,28,2135,Good
Nigdi,Water Supply and Sanitation Department,October 2024,111930,82,1365,Bad
Nigdi,Water Supply and Sanitation Department,November 2024,145971,49,2979,Good
Nigdi,Water Supply and Sanitation Department,December 2024,49350,75,658,Bad
Nigdi,Electricity Distribution Department,January 2024,47544,21,2264,Good
Nigdi,Electricity Distribution Department,February 2024,100701,67,1503,Bad
Nigdi,Electricity Distribution Department,March 2024,68900,53,1300,Bad
Nigdi,Electricity Distribution Department,April 2024,109816,53,2072,Bad
Nigdi,Electricity Distribution Department,May 2024,28908,44,657,Good
Nigdi,Electricity Distribution Department,June 2024,19040,35,544,Good
Nigdi,Electricity Distribution Department,July 2024,218788,83,2636,Bad
Nigdi,Electricity Distribution Department,August 2024,228242,98,2329,Bad
Nigdi,Electricity Distribution Department,September 2024,42253,31,1363,Good
Nigdi,Electricity Distribution Department,October 2024,49168,56,878,Bad
Nigdi,Electricity Distribution Department,November 2024,55072,32,1721,Good
Nigdi,Electricity Distribution Department,December 2024,40603,19,2137,Good
Nigdi,Public Works Department,January 2024,132325,79,1675,Bad
Nigdi,Public Works Department,February 2024,51972,61,852,Bad
Nigdi,Public Works Department,March 2024,91800,100,918,Bad
Nigdi,Public Works Department,April 2024,155490,71,2190,Bad
Nigdi,Public Works Department,May 2024,50043,21,2383,Good
Nigdi,Public Works Department,June 2024,160746,73,2202,Bad
Nigdi,Public Works Department,July 2024,59328,36,1648,Good
Nigdi,Public Works Department,August 2024,35100,52,675,Bad
Nigdi,Public Works Department,September 2024,56525,35,1615,Good
Nigdi,Public Works Department,October 2024,68400,80,855,Bad
Nigdi,Public Works Department,November 2024,50424,88,573,Bad
Nigdi,Public Works Department,December 2024,155736,84,1854,Bad
Nigdi,Environmental Protection Department,January 2024,15957,27,591,Good
Nigdi,Environmental Protection Department,February 2024,21784,8,2723,Good
Nigdi,Environmental Protection Department,March 2024,194790,86,2265,Bad
Nigdi,Environmental Protection Department,April 2024,40560,48,845,Good
Nigdi,Environmental Protection Department,May 2024,60312,28,2154,Good
Nigdi,Environmental Protection Department,June 2024,71889,93,773,Bad
Nigdi,Environmental Protection Department,July 2024,72880,80,911,Bad
Nigdi,Environmental Protection Department,August 2024,17985,11,1635,Good
Nigdi,Environmental Protection Department,September 2024,138248,88,1571,Bad
Nigdi,Environmental Protection Department,October 2024,77160,40,1929,Good
Nigdi,Environmental Protection Department,November 2024,223626,78,2867,Bad
Nigdi,Environmental Protection Department,December 2024,138992,73,1904,Bad
Nigdi,Traffic and Transportation Department,January 2024,128940,84,1535,Bad
Nigdi,Traffic and Transportation Department,February 2024,108768,48,2266,Good
Nigdi,Traffic and Transportation Department,March 2024,51709,83,623,Bad
Nigdi,Traffic and Transportation Department,April 2024,113568,39,2912,Good
Nigdi,Traffic and Transportation Department,May 2024,12060,10,1206,Good
Nigdi,Traffic and Transportation Department,June 2024,100584,36,2794,Good
Nigdi,Traffic and Transportation Department,July 2024,57050,25,2282,Good
Nigdi,Traffic and Transportation Department,August 2024,23860,10,2386,Good
Nigdi,Traffic and Transportation Department,September 2024,10326,6,1721,Good
Nigdi,Traffic and Transportation Department,October 2024,217910,77,2830,Bad
Nigdi,Traffic and Transportation Department,November 2024,37893,51,743,Bad
Nigdi,Traffic and Transportation Department,December 2024,167300,100,1673,Bad
Nigdi,Environmental Protection Department,January 2024,68680,34,2020,Good
Nigdi,Environmental Protection Department,February 2024,254820,93,2740,Bad
Nigdi,Environmental Protection Department,March 2024,82010,59,1390,Bad
Nigdi,Environmental Protection Department,April 2024,34776,54,644,Bad
Nigdi,Environmental Protection Department,May 2024,160209,63,2543,Bad
Nigdi,Environmental Protection Department,June 2024,43218,18,2401,Good
Nigdi,Environmental Protection Department,July 2024,171168,96,1783,Bad
Nigdi,Environmental Protection Department,August 2024,210772,79,2668,Bad
Nigdi,Environmental Protection Department,September 2024,55447,89,623,Bad
Nigdi,Environmental Protection Department,October 2024,32032,13,2464,Good
Nigdi,Environmental Protection Department,November 2024,62392,44,1418,Good
Nigdi,Environmental Protection Department,December 2024,27888,42,664,Good
Nigdi,Urban Forestry and Landscaping Department,January 2024,66816,96,696,Bad
Nigdi,Urban Forestry and Landscaping Department,February 2024,29744,52,572,Bad
Nigdi,Urban Forestry and Landscaping Department,March 2024,79420,55,1444,Bad
Nigdi,Urban Forestry and Landscaping Department,April 2024,109392,43,2544,Good
Nigdi,Urban Forestry and Landscaping Department,May 2024,171912,78,2204,Bad
Nigdi,Urban Forestry and Landscaping Department,June 2024,159384,87,1832,Bad
Nigdi,Urban Forestry and Landscaping Department,July 2024,64053,99,647,Bad
Nigdi,Urban Forestry and Landscaping Department,August 2024,26356,44,599,Good
Nigdi,Urban Forestry and Landscaping Department,September 2024,204180,82,2490,Bad
Nigdi,Urban Forestry and Landscaping Department,October 2024,53760,28,1920,Good
Nigdi,Urban Forestry and Landscaping Department,November 2024,114369,67,1707,Bad
Nigdi,Urban Forestry and Landscaping Department,December 2024,109056,64,1704,Bad
Nigdi,Animal Control and Welfare Department,January 2024,163404,68,2403,Bad
Nigdi,Animal Control and Welfare Department,February 2024,128064,69,1856,Bad
Nigdi,Animal Control and Welfare Department,March 2024,41932,44,953,Good
Nigdi,Animal Control and Welfare Department,April 2024,96030,45,2134,Good
Nigdi,Animal Control and Welfare Department,May 2024,48691,29,1679,Good
Nigdi,Animal Control and Welfare Department,June 2024,42816,16,2676,Good
Nigdi,Animal Control and Welfare Department,July 2024,41440,35,1184,Good
Nigdi,Animal Control and Welfare Department,August 2024,113685,39,2915,Good
Nigdi,Animal Control and Welfare Department,September 2024,70980,70,1014,Bad
Nigdi,Animal Control and Welfare Department,October 2024,47520,80,594,Bad
Nigdi,Animal Control and Welfare Department,November 2024,11858,7,1694,Good
Nigdi,Animal Control and Welfare Department,December 2024,17646,17,1038,Good
Nigdi,Sewerage and Drainage Department,January 2024,36988,14,2642,Good
Nigdi,Sewerage and Drainage Department,February 2024,31148,52,599,Bad
Nigdi,Sewerage and Drainage Department,March 2024,62466,87,718,Bad
Nigdi,Sewerage and Drainage Department,April 2024,149732,83,1804,Bad
Nigdi,Sewerage and Drainage Department,May 2024,50400,70,720,Bad
Nigdi,Sewerage and Drainage Department,June 2024,10818,18,601,Good
Nigdi,Sewerage and Drainage Department,July 2024,65160,60,1086,Bad
Nigdi,Sewerage and Drainage Department,August 2024,52560,40,1314,Good
Nigdi,Sewerage and Drainage Department,September 2024,31900,22,1450,Good
Nigdi,Sewerage and Drainage Department,October 2024,106100,50,2122,Bad
Nigdi,Sewerage and Drainage Department,November 2024,17928,12,1494,Good
Nigdi,Sewerage and Drainage Department,December 2024,7560,7,1080,Good
Fursungi,Municipal Waste Management Department,January 2024,83387,61,1367,Bad
Fursungi,Municipal Waste Management Department,February 2024,24200,20,1210,Good
Fursungi,Municipal Waste Management Department,March 2024,39914,14,2851,Good
Fursungi,Municipal Waste Management Department,April 2024,46998,42,1119,Good
Fursungi,Municipal Waste Management Department,May 2024,25947,27,961,Good
Fursungi,Municipal Waste Management Department,June 2024,193140,87,2220,Bad
Fursungi,Municipal Waste Management Department,July 2024,50920,20,2546,Good
Fursungi,Municipal Waste Management Department,August 2024,31000,25,1240,Good
Fursungi,Municipal Waste Management Department,September 2024,51360,30,1712,Good
Fursungi,Municipal Waste Management Department,October 2024,267344,98,2728,Bad
Fursungi,Municipal Waste Management Department,November 2024,43792,46,952,Good
Fursungi,Municipal Waste Management Department,December 2024,100695,49,2055,Good
Fursungi,Water Supply and Sanitation Department,January 2024,32326,14,2309,Good
Fursungi,Water Supply and Sanitation Department,February 2024,56224,56,1004,Bad
Fursungi,Water Supply and Sanitation Department,March 2024,72900,30,2430,Good
Fursungi,Water Supply and Sanitation Department,April 2024,84592,34,2488,Good
Fursungi,Water Supply and Sanitation Department,May 2024,137697,83,1659,Bad
Fursungi,Water Supply and Sanitation Department,June 2024,243156,92,2643,Bad
Fursungi,Water Supply and Sanitation Department,July 2024,9096,8,1137,Good
Fursungi,Water Supply and Sanitation Department,August 2024,5918,11,538,Good
Fursungi,Water Supply and Sanitation Department,September 2024,28064,32,877,Good
Fursungi,Water Supply and Sanitation Department,October 2024,251855,85,2963,Bad
Fursungi,Water Supply and Sanitation Department,November 2024,45640,70,652,Bad
Fursungi,Water Supply and Sanitation Department,December 2024,10220,20,511,Good
Fursungi,Electricity Distribution Department,January 2024,281960,95,2968,Bad
Fursungi,Electricity Distribution Department,February 2024,115056,48,2397,Good
Fursungi,Electricity Distribution Department,March 2024,122835,57,2155,Bad
Fursungi,Electricity Distribution Department,April 2024,65556,54,1214,Bad
Fursungi,Electricity Distribution Department,May 2024,23238,9,2582,Good
Fursungi,Electricity Distribution Department,June 2024,60216,39,1544,Good
Fursungi,Electricity Distribution Department,July 2024,223200,90,2480,Bad
Fursungi,Electricity Distribution Department,August 2024,173250,66,2625,Bad
Fursungi,Electricity Distribution Department,September 2024,53562,79,678,Bad
Fursungi,Electricity Distribution Department,October 2024,48320,40,1208,Good
Fursungi,Electricity Distribution Department,November 2024,59064,24,2461,Good
Fursungi,Electricity Distribution Department,December 2024,115444,62,1862,Bad
Fursungi,Public Works Department,January 2024,98705,95,1039,Bad
Fursungi,Public Works Department,February 2024,41234,53,778,Bad
Fursungi,Public Works Department,March 2024,42900,30,1430,Good
Fursungi,Public Works Department,April 2024,39856,47,848,Good
Fursungi,Public Works Department,May 2024,26562,38,699,Good
Fursungi,Public Works Department,June 2024,24720,30,824,Good
Fursungi,Public Works Department,July 2024,125460,90,1394,Bad
Fursungi,Public Works Department,August 2024,139260,55,2532,Bad
Fursungi,Public Works Department,September 2024,122268,92,1329,Bad
Fursungi,Public Works Department,October 2024,15988,7,2284,Good
Fursungi,Public Works Department,November 2024,127500,100,1275,Bad
Fursungi,Public Works Department,December 2024,126546,46,2751,Good
Fursungi,Environmental Protection Department,January 2024,188800,100,1888,Bad
Fursungi,Environmental Protection Department,February 2024,136950,83,1650,Bad
Fursungi,Environmental Protection Department,March 2024,190943,79,2417,Bad
Fursungi,Environmental Protection Department,April 2024,165495,59,2805,Bad
Fursungi,Environmental Protection Department,May 2024,35100,12,2925,Good
Fursungi,Environmental Protection Department,June 2024,224770,95,2366,Bad
Fursungi,Environmental Protection Department,July 2024,93312,96,972,Bad
Fursungi,Environmental Protection Department,August 2024,29172,11,2652,Good
Fursungi,Environmental Protection Department,September 2024,10773,19,567,Good
Fursungi,Environmental Protection Department,October 2024,68070,30,2269,Good
Fursungi,Environmental Protection Department,November 2024,67800,40,1695,Good
Fursungi,Environmental Protection Department,December 2024,198628,68,2921,Bad
Fursungi,Traffic and Transportation Department,January 2024,106704,57,1872,Bad
Fursungi,Traffic and Transportation Department,February 2024,27940,10,2794,Good
Fursungi,Traffic and Transportation Department,March 2024,106200,45,2360,Good
Fursungi,Traffic and Transportation Department,April 2024,266706,99,2694,Bad
Fursungi,Traffic and Transportation Department,May 2024,129344,47,2752,Good
Fursungi,Traffic and Transportation Department,June 2024,137028,57,2404,Bad
Fursungi,Traffic and Transportation Department,July 2024,11190,6,1865,Good
Fursungi,Traffic and Transportation Department,August 2024,192918,66,2923,Bad
Fursungi,Traffic and Transportation Department,September 2024,107388,76,1413,Bad
Fursungi,Traffic and Transportation Department,October 2024,135808,64,2122,Bad
Fursungi,Traffic and Transportation Department,November 2024,24024,22,1092,Good
Fursungi,Traffic and Transportation Department,December 2024,32243,19,1697,Good
Fursungi,Environmental Protection Department,January 2024,21912,22,996,Good
Fursungi,Environmental Protection Department,February 2024,124800,78,1600,Bad
Fursungi,Environmental Protection Department,March 2024,42462,63,674,Bad
Fursungi,Environmental Protection Department,April 2024,110120,40,2753,Good
Fursungi,Environmental Protection Department,May 2024,113778,86,1323,Bad
Fursungi,Environmental Protection Department,June 2024,57975,75,773,Bad
Fursungi,Environmental Protection Department,July 2024,71680,35,2048,Good
Fursungi,Environmental Protection Department,August 2024,82960,34,2440,Good
Fursungi,Environmental Protection Department,September 2024,45760,55,832,Bad
Fursungi,Environmental Protection Department,October 2024,195965,77,2545,Bad
Fursungi,Environmental Protection Department,November 2024,142576,56,2546,Bad
Fursungi,Environmental Protection Department,December 2024,136808,56,2443,Bad
Fursungi,Urban Forestry and Landscaping Department,January 2024,169785,63,2695,Bad
Fursungi,Urban Forestry and Landscaping Department,February 2024,52416,78,672,Bad
Fursungi,Urban Forestry and Landscaping Department,March 2024,12820,5,2564,Good
Fursungi,Urban Forestry and Landscaping Department,April 2024,127464,94,1356,Bad
Fursungi,Urban Forestry and Landscaping Department,May 2024,69100,25,2764,Good
Fursungi,Urban Forestry and Landscaping Department,June 2024,102510,67,1530,Bad
Fursungi,Urban Forestry and Landscaping Department,July 2024,23199,33,703,Good
